BDC,10:30:00,Int Jazz,Adam Wedesky,none,2024-01-10,Jazz
Gibney,12:00:00,Simonson Jazz,Teresa Perez Ceccon,none,2024-01-10,Jazz
Steps,13:15:00,Adv/Int Jazz,TBA (3),none,2024-01-10,Jazz
Steps,13:30:00,Int Jazz,Leggio,none,2024-01-10,Jazz
BDC,15:00:00,Adv Beg Jazz,Sheila Barker,none,2024-01-10,Jazz
Steps,15:00:00,Int Jazz,Mike Baerga (4),none,2024-01-10,Jazz
Cre8ivity NJ,15:45:00,Beg./Adv Beg. Jumps & Turns And Jazz Intensive,Shoshanna Babitt,none,2024-01-10,Jazz
Cre8ivity NJ,17:00:00,Int./Adv Jumps & Turns And Jazz Intensive,Shoshanna Babitt,none,2024-01-10,Jazz
BDC,18:00:00,Adv Beg Comm Jazz,Debbie Wilson,none,2024-01-10,Jazz
Steps,18:15:00,Adv/Int Jazz,Harvie,none,2024-01-10,Jazz
Cre8ivity NJ,19:00:00,Int Jumps & Turns And Jazz Intensive,Shoshanna Babitt,none,2024-01-10,Jazz
Steps,19:00:00,Adv/Beg Jazz,Plu Sayampol,none,2024-01-10,Jazz
Steps,20:30:00,Int/Adv Comm Jazz,"Williams, Jason",none,2024-01-10,Jazz
