Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,08:00:00,Mat Pilates Class,Phoebe Higgins,none,2023-12-18,Additional Disciplines
Steps,09:00:00,Beg Ballet,Sullivan,none,2023-12-18,Ballet
Mark Morris,09:00:00,Gaga/People,Kyle Scheurich *GAGA  (1),none,2023-12-18,Contemporary/Modern
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2023-12-18,Ballet
Mark Morris,09:00:00,Gyrokinesis,Alexandra *Berger,none,2023-12-18,Additional Disciplines
BDC,09:00:00,Adv Beg Contemp Jazz,Ashley Lynne King,none,2023-12-18,Contemporary/Modern
BDC,09:00:00,Basic Hip-Hop,Tweetboogie,none,2023-12-18,Street/Choreography
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2023-12-18,Additional Disciplines
Steps,09:15:00,Gyrokinesis,Thiesing,none,2023-12-18,Additional Disciplines
Peridance,09:30:00,Open Body Maintenance Training,Roukijah “NutellaK” Rooks,none,2023-12-18,Additional Disciplines
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2023-12-18,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Fairchild (1),none,2023-12-18,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Joao Carvalho (1),none,2023-12-18,Contemporary/Modern
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2023-12-18,Ballet
Gibney,10:00:00,Contemp,Brandon Coleman,none,2023-12-18,Contemporary/Modern
Steps,10:00:00,Adv/Int Ballet,Loh (2),none,2023-12-18,Ballet
BAE,10:00:00,Intro To Ballet,William Waldinger,none,2023-12-18,Ballet
Peridance,10:00:00,Adv Ballet,Igal Perry,none,2023-12-18,Ballet
Gibney,10:00:00,Contemp 2Nd Best Dance Company At 280,Lily Gelfand,none,2023-12-18,Contemporary/Modern
Peridance,10:00:00,Open Simonson Jazz,Leann Gioia,none,2023-12-18,Jazz
Steps,10:00:00,Ballet Workout,Stephan,none,2023-12-18,Ballet
Peridance,10:00:00,Int Contemp,Lorena Cobos (1),none,2023-12-18,Contemporary/Modern
Gibney,10:00:00,Adv Ballet,Elisa Clark,none,2023-12-18,Ballet
Mark Morris,10:15:00,Cunningham Technique Open Class,Kimberly Bartosik *Cunningham  (2),none,2023-12-18,Contemporary/Modern
BDC,10:30:00,Int Contemp,Blue,none,2023-12-18,Contemporary/Modern
BDC,10:30:00,Basic Theater,Morgan Rose,none,2023-12-18,Theater
BDC,10:30:00,Beg Hip-Hop,Paolo Slice Penala,none,2023-12-18,Street/Choreography
BDC,10:30:00,Beg Ballet,June Chin (1),none,2023-12-18,Ballet
BAE,10:30:00,Beg Ballet,Shirley Bassat,none,2023-12-18,Ballet
Steps,10:45:00,Adv/Beg Ballet,Sullivan,none,2023-12-18,Ballet
BAE,11:00:00,Mat Pilates Class,Vanessa Martínez de Baños,none,2023-12-18,Additional Disciplines
Ballet Arts,11:00:00,2-Hour Int Ballet,Kenny Larson,none,2023-12-18,Ballet
BDC,11:00:00,All Levels Pilates,Linda Farrell,none,2023-12-18,Additional Disciplines
Steps,11:15:00,Adv/Beg Jazz,Pollin,none,2023-12-18,Jazz
Steps,11:30:00,Adv Pro Ballet,Bielski,none,2023-12-18,Ballet
Peridance,11:30:00,Open Emergent Improvisation,Alexis Vinzons (2),none,2023-12-18,Additional Disciplines
BAE,11:30:00,Adv Beg Ballet,Julie Voshell,none,2023-12-18,Ballet
Peridance,11:30:00,Adv Contemp,Elisabetta Minutoli,none,2023-12-18,Contemporary/Modern
Peridance,11:30:00,Beg Ballet,Martha Chapman,none,2023-12-18,Ballet
Steps,11:45:00,Int/Adv Contemp,Stone,none,2023-12-18,Contemporary/Modern
BAE,12:00:00,Int Ballet,Justin Sherwood,none,2023-12-18,Ballet
BDC,12:00:00,Adv Beg Tap,Jill Kenney,none,2023-12-18,Tap
BDC,12:00:00,Adv Beg Ballet,Natalya Stavro,none,2023-12-18,Ballet
Mark Morris,12:00:00,Beg Contemp,Nicole *Philippidis,none,2023-12-18,Contemporary/Modern
BDC,12:00:00,Adv Beg Contemp Lyrical,Tracie Stanfield,none,2023-12-18,Contemporary/Modern
BAE,12:00:00,Basic Beg Ballet,Shirley Bassat,none,2023-12-18,Ballet
Steps,12:00:00,Beg Tap,Goodson,none,2023-12-18,Tap
Gibney,12:00:00,Contemp Floorwork At 280,Cameron McKinney,none,2023-12-18,Contemporary/Modern
BDC,12:00:00,Adv Beg Hip-Hop,AntBoogie,none,2023-12-18,Street/Choreography
Steps,12:00:00,Pilates Mat,Shapiro (6),none,2023-12-18,Additional Disciplines
Peridance,12:00:00,Open Yoga,Sarah Iguchi (3),none,2023-12-18,Additional Disciplines
