Peridance,16:00:00,Open Dancehall,Korie Genius,none,2024-04-24,World
PMT,16:30:00,Open Reggaeton,David Machicado,none,2024-04-24,World
Peridance,18:30:00,Beg African,Djoniba Mouflet,none,2024-04-24,World
Mark Morris,18:30:00,Int West African,Mouminatou *Camara,none,2024-04-24,World
Cumbe,19:00:00,Congolese Dance And Drum All Levels,Andoche Loubaki,none,2024-04-24,World
Cumbe,19:30:00,Afro-Brazilian And Samba All Levels,Quenia Ribeiro,none,2024-04-24,World
BDC,19:30:00,Basic Afro'Dance,Angel Kaba,none,2024-04-24,World
Ailey,19:30:00,Open Capoeira,Mestre Alegria,none,2024-04-24,World
Peridance,20:00:00,Open Afro-Cuban,La Mora Pérez,none,2024-04-24,World
SassClass,20:30:00,Reggaeton,David,none,2024-04-24,World
