BDC,09:00:00,Beg Contemp,Jenifer Dillow,none,2024-04-18,Contemporary/Modern
Peridance,10:00:00,Int Graham,Caterina Rago,none,2024-04-18,Contemporary/Modern
Taylor School,10:00:00,Professional Level Taylor Modern,Michelle Fleet (4),none,2024-04-18,Contemporary/Modern
Gibney,10:00:00,Contemp Release,Wesley Ensminger,none,2024-04-18,Contemporary/Modern
BDC,10:30:00,Adv Beg Contemp,Eric Campros,none,2024-04-18,Contemporary/Modern
Mark Morris,11:00:00,Int Contemp,Chelsea *Thedinga  (9),none,2024-04-18,Contemporary/Modern
Steps,11:30:00,Adv/Beg Contemp,Mindy Jackson,none,2024-04-18,Contemporary/Modern
Gibney,12:00:00,Contemp,Alexander Anderson,none,2024-04-18,Contemporary/Modern
Steps,12:30:00,Int Contemp,Elisabetta Minutoli,none,2024-04-18,Contemporary/Modern
Peridance,13:00:00,Int/Adv Contemp,Max Stone,none,2024-04-18,Contemporary/Modern
BDC,13:30:00,Int Contemp,Jaclyn Walsh,none,2024-04-18,Contemporary/Modern
Peridance,14:30:00,Adv Contemp,Mike Esperanza,none,2024-04-18,Contemporary/Modern
Peridance,14:30:00,Int Contemp,Assaf Salhov,none,2024-04-18,Contemporary/Modern
BDC,15:00:00,Beg Contemp,Blue,none,2024-04-18,Contemporary/Modern
Steps,15:15:00,Adv/Int Contemp,Katie Drablos,none,2024-04-18,Contemporary/Modern
Ballet Arts,16:00:00,Contemp,Danita Shaheen,none,2024-04-18,Contemporary/Modern
BDC,16:30:00,Adv Beg Contemp Jazz,Nijawwon Matthews,none,2024-04-18,Contemporary/Modern
Peridance,17:30:00,Adv Contemp,Mathew James,none,2024-04-18,Contemporary/Modern
BDC,18:00:00,Int Contemp Fusion,Maleek Washington,none,2024-04-18,Contemporary/Modern
Taylor School,18:00:00,Modern Fundamentals,lisa nevada,none,2024-04-18,Contemporary/Modern
PMT,18:00:00,Beg Contemp,Mica Butnar,none,2024-04-18,Contemporary/Modern
Steps,18:30:00,Int/Adv Contemp Fusion,Cat Cogliandro,none,2024-04-18,Contemporary/Modern
Mark Morris,19:00:00,Beg Modern,Chris *Heller,none,2024-04-18,Contemporary/Modern
Ailey,19:00:00,Beg Horton,Terri Wright,none,2024-04-18,Contemporary/Modern
Ailey,19:00:00,Beg Contemp,Christopher Jackson,none,2024-04-18,Contemporary/Modern
Peridance,19:15:00,Beg Contemp Jazz,Jeffrey Gugliotti,none,2024-04-18,Contemporary/Modern
Steps,20:00:00,Adv/Int Contemp,Ehizoje Azeke,none,2024-04-18,Contemporary/Modern
BDC,21:00:00,Int Adv Contemp,Alexa Luke,none,2024-04-18,Contemporary/Modern
