BDC,12:00:00,Adv Beg Tap,Jill Kenney,none,2023-11-27,Tap
Steps,12:00:00,Beg Tap,Goodson,none,2023-11-27,Tap
Steps,12:45:00,Basic Tap,Burtis,none,2023-11-27,Tap
BDC,13:30:00,Basic Tap,Brent McBeth,none,2023-11-27,Tap
Steps,13:45:00,Adv/Beg Tap,Goodson,none,2023-11-27,Tap
Steps,14:15:00,Int Tap,Burtis,none,2023-11-27,Tap
BDC,15:00:00,Beg Mechanics Of Tap,Ja'Bowen Dixon,none,2023-11-27,Tap
Steps,15:30:00,Basic Tap,Goodson,none,2023-11-27,Tap
BDC,16:30:00,Int Tap,Ray Hesselink,none,2023-11-27,Tap
BDC,18:00:00,Adv Beg Tap,Justin Boccitto,none,2023-11-27,Tap
ATDF,18:15:00,Basic,Felipe Galganni,none,2023-11-27,Tap
ATDF,18:15:00,Int,Kaleena Miller,none,2023-11-27,Tap
Steps,19:00:00,Adv/Beg Tap,Wasiuta,none,2023-11-27,Tap
ATDF,19:30:00,Beg,Felipe Galganni,none,2023-11-27,Tap
ATDF,19:30:00,Int/Adv,Kaleena Miller,none,2023-11-27,Tap
