Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147080412&classDate=9/25/2023&clsLoc=1,In-Studio Beg Ballet,Sullivan,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,9:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087058&classDate=9/25/2023&clsLoc=1,In-Studio Int/Adv Pro Ballet,Fairchild (1),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087059&classDate=9/25/2023&clsLoc=1,In-Studio Adv/Int Ballet,Loh (2),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147080413&classDate=9/25/2023&clsLoc=1,In-Studio Adv/Beg Ballet,Sullivan,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087003&classDate=9/25/2023&clsLoc=1,In-Studio Adv Pro Ballet,Bielski,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087876&classDate=9/25/2023&clsLoc=1,In-Studio Int Ballet,Froman,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087062&classDate=9/25/2023&clsLoc=1,In-Studio Adv/Int Ballet,Giljane,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087063&classDate=9/25/2023&clsLoc=1,In-Studio Int/Adv Contemporary,Stone,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087907&classDate=9/25/2023&clsLoc=1,In-Studio Adv/Int Contemporary,Ainsworth,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:15 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085493&classDate=9/25/2023&clsLoc=1,In-Studio Adv/Beg Jazz,Pollin,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087065&classDate=9/25/2023&clsLoc=1,In-Studio Int Jazz,"Ortiz, C. (3)",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088026&classDate=9/25/2023&clsLoc=1,In-Studio Int Precision Jazz,"Morris Garcia, K.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087066&classDate=9/25/2023&clsLoc=1,In-Studio Int Jazz,"Lee, A.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087129&classDate=9/25/2023&clsLoc=1,In-Studio Adv/Int Jazz,Harvie,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087068&classDate=9/25/2023&clsLoc=1,In-Studio Adv/Beg Jazz,"Sayampol, Plu",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,8:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087069&classDate=9/25/2023&clsLoc=1,In-Studio Int/Adv Commercial Jazz,"Williams, Robyn (4)",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087436&classDate=9/25/2023&clsLoc=1,In-Studio Basic Graham Based Modern,Poulis,Steps on Broadway,1 hour & 30 minutes
