Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=2147089596&classDate=4/29/2024&clsLoc=1,In-Studio Master Class: Adv/Int Theater Jazz,Andy Blankenbuehler,Steps on Broadway,2 hours
Steps on Broadway,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=2147089441&classDate=4/29/2024&clsLoc=1,In-Studio Spotlight: Int/Adv Tap,Luke Hickey,Steps on Broadway,2 hours
Steps on Broadway,8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=2147089437&classDate=4/29/2024&clsLoc=1,In-Studio Spotlight: Int/Adv Precision Jazz,Danelle Morgan,Steps on Broadway,2 hours
Steps on Broadway,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147080412&classDate=4/29/2024&clsLoc=1,In-Studio Beg Ballet,Kathy Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087058&classDate=4/29/2024&clsLoc=1,In-Studio Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088503&classDate=4/29/2024&clsLoc=1,In-Studio Adv/Int Ballet,Kate Loh,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088558&classDate=4/29/2024&clsLoc=1,In-Studio Rommett Floor Barre,Jodi Moccia,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147080413&classDate=4/29/2024&clsLoc=1,In-Studio Adv/Beg Ballet,Kathy Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087003&classDate=4/29/2024&clsLoc=1,In-Studio Adv Pro Ballet,Nancy Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087876&classDate=4/29/2024&clsLoc=1,In-Studio Int Ballet,Kurt Froman,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147089024&classDate=4/29/2024&clsLoc=1,In-Studio Int/Adv Contemporary Ballet,Laura Kaufman (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087062&classDate=4/29/2024&clsLoc=1,In-Studio Adv/Int Ballet,Espen Giljane,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147089124&classDate=4/29/2024&clsLoc=1,In-Studio Int/Adv Contemporary,Max Stone,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088202&classDate=4/29/2024&clsLoc=1,In-Studio Adv/Int Contemporary,Chris Jarosz,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088689&classDate=4/29/2024&clsLoc=1,In-Studio Int/Adv Jazz Technique,Camden Loeser,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088778&classDate=4/29/2024&clsLoc=1,In-Studio Adv/Int Jazz,Dylan Pearce,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088026&classDate=4/29/2024&clsLoc=1,In-Studio Int Precision Jazz,Mindy Moeller (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087066&classDate=4/29/2024&clsLoc=1,In-Studio Int Jazz,Adrian Lee,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087129&classDate=4/29/2024&clsLoc=1,In-Studio Adv/Int Jazz,Lisa Harvie,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087068&classDate=4/29/2024&clsLoc=1,In-Studio Adv/Beg Jazz,Plu Sayampol,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087069&classDate=4/29/2024&clsLoc=1,In-Studio Int/Adv Commercial Jazz,Jason Williams,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087436&classDate=4/29/2024&clsLoc=1,In-Studio Basic Graham Based Modern,Lindsay Poulis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085500&classDate=4/29/2024&clsLoc=1,In-Studio Open Hip Hop,Yancy Greene,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:15 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087071&classDate=4/29/2024&clsLoc=1,In-Studio Gyrokinesis,Christa Thiesing,Steps on Broadway,1 hour
Steps on Broadway,10:15 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088749&classDate=4/29/2024&clsLoc=1,In-Studio Ballet Workout,Kate Stephan,Steps on Broadway,1 hour
Steps on Broadway,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087914&classDate=4/29/2024&clsLoc=1,In-Studio Pilates Mat,Laura Shapiro (3),Steps on Broadway,1 hour
Steps on Broadway,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087072&classDate=4/29/2024&clsLoc=1,In-Studio Lastics Stretch,Jaime Torres,Steps on Broadway,1 hour
Steps on Broadway,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087980&classDate=4/29/2024&clsLoc=1,In-Studio Open Level Yoga,Devin Mae Conway,Steps on Broadway,1 hour
Steps on Broadway,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085506&classDate=4/29/2024&clsLoc=1,In-Studio Beg Tap,Germaine Goodson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087872&classDate=4/29/2024&clsLoc=1,In-Studio Basic Tap,Danielle Jackman (4),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085507&classDate=4/29/2024&clsLoc=1,In-Studio Adv/Beg Tap,Germaine Goodson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087870&classDate=4/29/2024&clsLoc=1,In-Studio Int Tap,Melissa Almaguer (5),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085509&classDate=4/29/2024&clsLoc=1,In-Studio Basic Tap,Germaine Goodson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087076&classDate=4/29/2024&clsLoc=1,In-Studio Adv/Beg Tap,Jessica Wockenfuss (6),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086236&classDate=4/29/2024&clsLoc=1,In-Studio Beg Theater Jazz,Krystyna Resavy,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088439&classDate=4/29/2024&clsLoc=1,In-Studio Int/Adv Theater Jazz,Josh Assor,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085514&classDate=4/29/2024&clsLoc=1,In-Studio Adv/Beg Theater Jazz,John Leggio,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087001&classDate=4/29/2024&clsLoc=1,In-Studio Adv/Int Theater Jazz,Courtney Darlington (7),Steps on Broadway,1 hour &30 minutes
