BAE,09:00:00,Adv Beg Ballet,Shirley Bassat (1),none,2023-12-11,Ballet
Steps,09:00:00,Beg Ballet,Sullivan,none,2023-12-11,Ballet
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2023-12-11,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Fairchild (1),none,2023-12-11,Ballet
Steps,10:00:00,Adv/Int Ballet,Loh (2),none,2023-12-11,Ballet
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2023-12-11,Ballet
Peridance,10:00:00,Adv Ballet,Igal Perry,none,2023-12-11,Ballet
Gibney,10:00:00,Adv Ballet,Elisa Clark,none,2023-12-11,Ballet
Steps,10:00:00,Ballet Workout,Stephan,none,2023-12-11,Ballet
BAE,10:00:00,Intro To Ballet,William Waldinger,none,2023-12-11,Ballet
BAE,10:30:00,Beg Ballet,Shirley Bassat,none,2023-12-11,Ballet
BDC,10:30:00,Beg Ballet,Michele Moreno,none,2023-12-11,Ballet
Steps,10:45:00,Adv/Beg Ballet,Sullivan,none,2023-12-11,Ballet
Ballet Arts,11:00:00,2-Hour Int Ballet,Kenny Larson,none,2023-12-11,Ballet
Steps,11:30:00,Adv Pro Ballet,Bielski,none,2023-12-11,Ballet
Peridance,11:30:00,Beg Ballet,Martha Chapman,none,2023-12-11,Ballet
BAE,11:30:00,Adv Beg Ballet,Julie Voshell,none,2023-12-11,Ballet
BAE,12:00:00,Int Ballet,Justin Sherwood,none,2023-12-11,Ballet
BAE,12:00:00,Basic Beg Ballet,Shirley Bassat,none,2023-12-11,Ballet
BDC,12:00:00,Adv Beg Ballet,Natalya Stavro,none,2023-12-11,Ballet
Peridance,13:00:00,Int Ballet,Gabrielle Lamb,none,2023-12-11,Ballet
Ballet Arts,13:00:00,Int Ballet,Simon Kazantsev,none,2023-12-11,Ballet
Ballet Arts,14:30:00,Adv Beg Ballet,Kate Loh,none,2023-12-11,Ballet
Steps,14:30:00,Int Ballet,Froman,none,2023-12-11,Ballet
BDC,15:00:00,Adv Beg Ballet,Deanna Doyle,none,2023-12-11,Ballet
Ballet Arts,16:00:00,Int Ballet,Noriko Hara,none,2023-12-11,Ballet
BDC,16:30:00,Beg Ballet,Dorit Koppel,none,2023-12-11,Ballet
Steps,16:45:00,Adv/Int Ballet,Giljane,none,2023-12-11,Ballet
Ballet Arts,17:30:00,Int Ballet,Simon Kazantsev,none,2023-12-11,Ballet
Ailey,18:00:00,Barre Fusion,Cancelled Today,none,2023-12-11,Ballet
BAE,18:00:00,Int Ballet,Ginger Thatcher,none,2023-12-11,Ballet
Gibney,18:00:00,Beg Ballez,MJ Markovitz,none,2023-12-11,Ballet
Ailey,18:00:00,Beg Ballet,Anna Lederfeind,none,2023-12-11,Ballet
BDC,18:00:00,Basic Ballet,Sarah Simon Wolff,none,2023-12-11,Ballet
BAE,18:15:00,Basic Beg Ballet,Julie Voshell,none,2023-12-11,Ballet
Steps,18:45:00,Int/Adv Contemp Ballet,"Epstein, Jourdan",none,2023-12-11,Ballet
Ballet Arts,19:00:00,Open Level Ballet,Yuka Kawazu,none,2023-12-11,Ballet
Mark Morris,19:00:00,Beg Ballet,Kelly *Slough,none,2023-12-11,Ballet
BAE,19:15:00,Basic Beg Ballet,Anne Kelly,none,2023-12-11,Ballet
BAE,19:15:00,Intro To Ballet,Estelle Botella,none,2023-12-11,Ballet
BAE,19:30:00,Beg Ballet,Ginger Thatcher,none,2023-12-11,Ballet
BAE,19:30:00,Adv Beg Ballet,Sean Kelly (2),none,2023-12-11,Ballet
