Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,9:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087033&classDate=12/9/2023&clsLoc=1,In-Studio Adv/Beg Ballet,"Sims, L.",Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087038&classDate=12/9/2023&clsLoc=1,In-Studio Int/Adv Pro Ballet,Fairchild (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087039&classDate=12/9/2023&clsLoc=1,In-Studio Adv Pro Ballet,Beloserkovsky,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087040&classDate=12/9/2023&clsLoc=1,In-Studio Adv/Int Ballet,Saund,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087041&classDate=12/9/2023&clsLoc=1,In-Studio Rommett Floor Barre,Wesley,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085620&classDate=12/9/2023&clsLoc=1,In-Studio Beg Ballet,Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087042&classDate=12/9/2023&clsLoc=1,In-Studio Int Ballet,Gelinas,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147088383&classDate=12/9/2023&clsLoc=1,In-Studio Int/Adv Contemporary Master Class,Guy,Steps on Broadway,2 hours
Steps on Broadway,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085622&classDate=12/9/2023&clsLoc=1,In-Studio Beg Jazz,Bufferd,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088147&classDate=12/9/2023&clsLoc=1,In-Studio Int Jazz,Pierlon,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087043&classDate=12/9/2023&clsLoc=1,In-Studio Adv/Beg Modern/Horton,Maffei,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147088375&classDate=12/9/2023&clsLoc=1,In-Studio Spotlight: Adv/Int Theater Jazz,Mattox,Steps on Broadway,2 hours
Steps on Broadway,5:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085625&classDate=12/9/2023&clsLoc=1,In-Studio Beg Hip Hop,"Smith, C.",Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085626&classDate=12/9/2023&clsLoc=1,In-Studio Pilates Mat,Cummings,Steps on Broadway,1 hour
Steps on Broadway,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085627&classDate=12/9/2023&clsLoc=1,In-Studio Int Tap,Ponza,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087289&classDate=12/9/2023&clsLoc=1,In-Studio Basic Tap,Ohr,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087282&classDate=12/9/2023&clsLoc=1,In-Studio Beg Tap,Ikegaya,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088311&classDate=12/9/2023&clsLoc=1,In-Studio Int Tap,Holland,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085631&classDate=12/9/2023&clsLoc=1,In-Studio Adv/Beg Tap,Kameda (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085632&classDate=12/9/2023&clsLoc=1,In-Studio Adv/Int Tap,MacDonald,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085633&classDate=12/9/2023&clsLoc=1,In-Studio Adv/Int Theater Jazz,Burkhardt (3),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085634&classDate=12/9/2023&clsLoc=1,In-Studio Int Theater Jazz,Winans,Steps on Broadway,1 hour &30 minutes
