Studio,Start time,Classes,Instructor,Sign up
BDC,09:00:00,Adv Beg Ballet,Luis Villar,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17631&classDate=8/15/2023&clsLoc=1
BDC,10:00:00,Adv Beg Tap,Dre Torres,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17662&classDate=8/15/2023&clsLoc=1
BDC,10:00:00,Beg Hip-Hop,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17634&classDate=8/15/2023&clsLoc=1
BDC,10:30:00,Beg Jumps And Turns,TBA (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18040&classDate=8/15/2023&clsLoc=1
BDC,11:30:00,Beg House,Huu Rock,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17503&classDate=8/15/2023&clsLoc=1
BDC,11:30:00,Int Theater,Andrew Wilson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17649&classDate=8/15/2023&clsLoc=1
BDC,12:00:00,All Levels Yoga And Meditation,Lauren Marsaglia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17729&classDate=8/15/2023&clsLoc=1
BDC,13:00:00,Basic Tap,Ja'Bowen Dixon,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18015&classDate=8/15/2023&clsLoc=1
BDC,13:00:00,Int Adv Theater,TBA (4),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17834&classDate=8/15/2023&clsLoc=1
BDC,13:30:00,All Levels Voice,Eric Fotre Leach,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17674&classDate=8/15/2023&clsLoc=1
BDC,14:30:00,Adv Beg Tap,April Cook,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17685&classDate=8/15/2023&clsLoc=1
BDC,14:30:00,Int Adv Contemp,Gina Menichino,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17681&classDate=8/15/2023&clsLoc=1
BDC,15:00:00,All Levels Lastics Stretch Technique,Donna Flagg,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16717&classDate=8/15/2023&clsLoc=1
BDC,16:00:00,Adv Beg Street Jazz,Youlmae Kim (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17691&classDate=8/15/2023&clsLoc=1
BDC,16:15:00,Adv Beg Contemp Jazz,Nijawwon Matthews,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17694&classDate=8/15/2023&clsLoc=1
BDC,16:30:00,Int Ballet,Luis Villar (6),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16645&classDate=8/15/2023&clsLoc=1
BDC,17:30:00,Adv Beg Tap,Rashaan James (7),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17591&classDate=8/15/2023&clsLoc=1
BDC,17:45:00,Basic Ballet,Erica Ratkovicz,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17702&classDate=8/15/2023&clsLoc=1
BDC,18:00:00,Adv Beg Theater,Ian Klein,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17708&classDate=8/15/2023&clsLoc=1
BDC,19:00:00,Basic Tap,Madison Hilligoss,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17711&classDate=8/15/2023&clsLoc=1
BDC,19:15:00,Beg Street Jazz,Paolo Slice Penala (10),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17714&classDate=8/15/2023&clsLoc=1
BDC,19:30:00,Adv Beg Contemp,Ashley Lynne King (11),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17535&classDate=8/15/2023&clsLoc=1
BDC,19:30:00,All Levels Tutting,Billy Cohen,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17811&classDate=8/15/2023&clsLoc=1
BDC,20:45:00,Int Adv Jazz,Adrian Lee,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17806&classDate=8/15/2023&clsLoc=1
BDC,21:00:00,All Levels Cabaret Burlesque,Nathalie Marrable,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17730&classDate=8/15/2023&clsLoc=1
BDC,10:00:00,Adv Beg Contemp,Eric Campros,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17554&classDate=8/15/2023&clsLoc=1
BDC,10:00:00,Adv Beg Theater,Jason Wise,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17636&classDate=8/15/2023&clsLoc=1
BDC,10:30:00,Beg Ballet,Jamie Salmon,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17640&classDate=8/15/2023&clsLoc=1
BDC,11:30:00,Beg Broadway Jazz,Tammy O'Hara and Rika (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17654&classDate=8/15/2023&clsLoc=1
BDC,11:30:00,Beg Tap,Rashaan James (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17664&classDate=8/15/2023&clsLoc=1
BDC,12:00:00,Adv Beg Ballet,Dorit Koppel,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17597&classDate=8/15/2023&clsLoc=1
BDC,13:00:00,Beg Jazz,Heather Rigg,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17667&classDate=8/15/2023&clsLoc=1
BDC,13:00:00,Int Contemp,Michaela McGowan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17670&classDate=8/15/2023&clsLoc=1
BDC,13:30:00,Basic Ballet,Dorit Koppel,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17599&classDate=8/15/2023&clsLoc=1
BDC,14:30:00,Beg Theater,Natalie Malotke,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17676&classDate=8/15/2023&clsLoc=1
BDC,14:30:00,Int Adv Hip-Hop,Deshawn Da Prince,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17678&classDate=8/15/2023&clsLoc=1
BDC,15:00:00,Beg Ballet,Yuka Kawazu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17687&classDate=8/15/2023&clsLoc=1
BDC,16:00:00,Beg Tap,Brent McBeth,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17557&classDate=8/15/2023&clsLoc=1
BDC,16:15:00,Int Theater,Rachel Leigh Dolan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18056&classDate=8/15/2023&clsLoc=1
BDC,16:30:00,Int Jazz,Mike Baerga,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18143&classDate=8/15/2023&clsLoc=1
BDC,17:45:00,Adv Beg Heels,Hector Lopez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17700&classDate=8/15/2023&clsLoc=1
BDC,17:45:00,Int Adv Hip-Hop,David Thomas,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17585&classDate=8/15/2023&clsLoc=1
BDC,18:00:00,Int Adv Contemp Jazz,Waverly Fredericks (8),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17710&classDate=8/15/2023&clsLoc=1
BDC,19:15:00,All Levels Afro Dance Class,Creees (9),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17719&classDate=8/15/2023&clsLoc=1
BDC,19:15:00,Int Adv Street Jazz,Candace Brown,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17717&classDate=8/15/2023&clsLoc=1
BDC,19:30:00,All Levels Stage Tumbling,Anna Gortner,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18204&classDate=8/15/2023&clsLoc=1
