BDC,09:00:00,Adv Beg Lyrical,Emily Bufferd,none,2024-04-05,Contemporary/Modern
Peridance,10:00:00,Int Contemp,Guanglei Hui,none,2024-04-05,Contemporary/Modern
Gibney,10:00:00,Gaga/People At 280,Jim Grevatt,none,2024-04-05,Contemporary/Modern
Gibney,10:00:00,Contemp At 280,Mike Tyus,none,2024-04-05,Contemporary/Modern
Mark Morris,10:15:00,Cunningham Technique Open Class,Cori Kresge *Cunningham  (10),none,2024-04-05,Contemporary/Modern
Steps,11:00:00,Int Contemp,Clinton Edward,none,2024-04-05,Contemporary/Modern
Steps,11:15:00,Adv/Beg Contemp Modern,Briana Reed,none,2024-04-05,Contemporary/Modern
Peridance,11:30:00,Int Contemp Release,Wesley Ensminger,none,2024-04-05,Contemporary/Modern
Gibney,12:00:00,Contemp/Modern,Oliver Steele,none,2024-04-05,Contemporary/Modern
BDC,12:00:00,Adv Beg Contemp Lyrical,Julie JJ Joseph (1),none,2024-04-05,Contemporary/Modern
Peridance,13:00:00,Int Graham,Caterina Rago,none,2024-04-05,Contemporary/Modern
Peridance,13:00:00,Adv Contemp,Elisabetta Minutoli,none,2024-04-05,Contemporary/Modern
BDC,13:30:00,Beg Contemp,Lorena Cobos (2),none,2024-04-05,Contemporary/Modern
Steps,14:30:00,Basic Graham Based Modern,Lindsay Poulis,none,2024-04-05,Contemporary/Modern
Peridance,14:30:00,Beg Contemp Floorwork,Andrea Farley Shimota,none,2024-04-05,Contemporary/Modern
BDC,15:00:00,Beg Contemp,Eric Campros,none,2024-04-05,Contemporary/Modern
Steps,15:00:00,Int/Adv Contemp Jazz,Robyn Williams (1),none,2024-04-05,Contemporary/Modern
Peridance,16:00:00,Int Contemp Fusion,Brianna Mercado,none,2024-04-05,Contemporary/Modern
Steps,16:30:00,Int/Adv Contemp,Hannah Weinmaster (2),none,2024-04-05,Contemporary/Modern
BDC,16:30:00,Int Contemp,Ali Koinoglou,none,2024-04-05,Contemporary/Modern
Steps,16:45:00,Int Modern/Horton,JoLea Maffei,none,2024-04-05,Contemporary/Modern
PMT,18:00:00,Adv. Beg. Contemp,Mica Butnar,none,2024-04-05,Contemporary/Modern
Ailey,18:30:00,Beg Graham,Sierra Sanders,none,2024-04-05,Contemporary/Modern
Ailey,19:00:00,Beg Dunham,Marcea Daiter,none,2024-04-05,Contemporary/Modern
BDC,19:30:00,Basic Contemp Jazz,Stacie Webster,none,2024-04-05,Contemporary/Modern
PMT,19:30:00,Intro To Contemp,Mack Pereira,none,2024-04-05,Contemporary/Modern
