Studio,Start time,Classes,Instructor,Sign up
BDC,09:00:00,Adv Beg Hip-Hop,Paolo Slice Penala,none
BDC,09:15:00,Stretch & Strengthen,Canceled Today,none
BDC,10:30:00,Beg Ballet,Michele Moreno,none
BDC,10:30:00,Int Precision Jazz,Katie Walker,none
BDC,12:00:00,Adv Beg Ballet,Natalya Stavro,none
BDC,12:00:00,Adv Beg Theater,Amanda LaMotte,none
BDC,12:00:00,Beg Jazz Funk,Chio,none
BDC,13:30:00,Adv Beg Hip-Hop,Paolo Slice Penala (1),none
BDC,13:30:00,Basic Ballet,Joy Karley,none
BDC,13:30:00,Beg Theater,Deanna Doyle,none
BDC,15:00:00,Adv Beg House,Huu Rock,none
BDC,15:00:00,Beg Contemp,Canceled Today,none
BDC,15:00:00,Int Ballet,Kate Loh,none
BDC,16:30:00,Adv Beg Tap,Rashaan James II,none
BDC,16:30:00,Int Adv Street Jazz,Youran Lee (4),none
BDC,16:30:00,Int Theater,Skye Mattox,none
BDC,18:00:00,All Levels Dancehall,Korie Genius,none
BDC,18:00:00,Basic Street Jazz,Q,none
BDC,19:30:00,Basic Contemp Jazz,Stacie Webster,none
BDC,19:30:00,Int Adv Street Jazz,Kenneth Herrera (5),none
BDC,09:00:00,Adv Beg Lyrical,Canceled Today,none
BDC,10:30:00,Adv Beg Tap,Madison Hilligoss,none
BDC,10:30:00,Beg Hip-Hop,AntBoogie,none
BDC,10:30:00,Int Theater,Tanner Lane,none
BDC,12:00:00,Adv Beg Contemp Lyrical,Tracie Stanfield,none
BDC,12:00:00,Basic Tap,Jill Kenney,none
BDC,13:30:00,Adv Beg Jazz,Sheila Barker,none
BDC,13:30:00,Beg Contemp,Elodie Dufroux (2),none
BDC,13:30:00,Int Tap,Jill Kenney,none
BDC,15:00:00,Beg Broadway Tap,Deanna Doyle,none
BDC,15:00:00,Int Adv Jazz,Nathalie Marrable (3),none
BDC,16:30:00,Adv Beg Heels,Yvonne Marie Sain,none
BDC,16:30:00,Beg Ballet,Dorit Koppel,none
BDC,16:30:00,Int Contemp,Ali Koinoglou,none
BDC,18:00:00,Adv Beg Jazz Fusion,Michelle Barber,none
BDC,18:00:00,Basic Jumps And Turns,Stacie Webster,none
BDC,18:00:00,Beg Tap,Mike Camire,none
BDC,19:30:00,Beg Theater,Joey Tierno,none
BDC,19:30:00,Int Jazz Fusion,Michelle Barber,none
