Studio,Start time,Classes,Instructor,Sign up
BDC,09:00:00,Adv Beg Hip-Hop,Paolo Slice Penala,none
BDC,09:15:00,Stretch & Strengthen,Alyssa Click,none
BDC,10:30:00,Basic Theater,Adam Wedesky,none
BDC,10:30:00,Beg Hip-Hop,AntBoogie,none
BDC,11:00:00,Ed Dept Vocal,ProSem Master,none
BDC,12:00:00,Adv Beg Ballet,Natalya Stavro,none
BDC,12:00:00,Adv Beg Contemp Lyrical,Canceled Today,none
BDC,12:00:00,Basic Tap,Jill Kenney,none
BDC,13:30:00,Adv Beg Jazz,Sheila Barker,none
BDC,13:30:00,Beg Contemp,Michaela McGowan,none
BDC,15:00:00,Beg Broadway Tap,Deanna Doyle,none
BDC,15:00:00,Int Adv Jazz,Debbie Roshe,none
BDC,16:30:00,Adv Beg Tap,Rashaan James II,none
BDC,16:30:00,Int Adv Street Jazz,Canceled Today,none
BDC,16:30:00,Int Theater,Ross Thompson (2),none
BDC,18:00:00,All Levels Dancehall,Korie Genius,none
BDC,18:00:00,Basic Street Jazz,Q,none
BDC,19:30:00,Beg Theater,Joey Tierno,none
BDC,19:30:00,Int Jazz Fusion,Michelle Barber,none
BDC,09:00:00,Adv Beg Lyrical,Emily Bufferd,none
BDC,10:30:00,Adv Beg Tap,Madison Hilligoss,none
BDC,10:30:00,Beg Ballet,Michele Moreno,none
BDC,10:30:00,Int Contemp,Blue,none
BDC,12:00:00,Ed Dept Vocal,ProSem Master,none
BDC,12:00:00,Adv Beg Contemp Fusion,Mishay Petronelli,none
BDC,12:00:00,Adv Beg Theater,Lauralyn McClelland (1),none
BDC,12:00:00,Beg Jazz Funk,Chio,none
BDC,13:30:00,Adv Beg Hip-Hop,Geheny Rivera,none
BDC,13:30:00,Basic Ballet,Joy Karley,none
BDC,13:30:00,Int Tap,Jill Kenney,none
BDC,15:00:00,Adv Beg House,Huu Rock,none
BDC,15:00:00,Beg Contemp,Eric Campros,none
BDC,15:00:00,Int Ballet,Kate Loh,none
BDC,16:30:00,Beg Ballet,Dorit Koppel,none
BDC,16:30:00,Int Contemp,Ali Koinoglou,none
BDC,18:00:00,Adv Beg Jazz Fusion,Michelle Barber,none
BDC,18:00:00,Basic Jumps And Turns,Stacie Webster,none
BDC,19:30:00,Basic Contemp Jazz,Stacie Webster,none
BDC,19:30:00,Int Adv Street Jazz,Keenan Cooks,none
