Studio,Start time,Classes,Instructor,Sign up
Ailey,10:00:00,Beg Ballet,Anna Lederfeind,none
Ailey,11:00:00,Pilates Fusion,Olivia Bowman-Jackson,none
Ailey,13:00:00,Modern Afro-Cuban,Cancelled Today,none
Ailey,14:00:00,Beg Contemp,Shaina McGregor,none
Ailey,15:00:00,Afro'Dance,Angel Kaba,none
Ailey,10:00:00,Zumba Fitness,Tatiana Maya,none
Ailey,13:00:00,Abs Beg Hip-Hop,Cancelled Today,none
Ailey,13:30:00,Beg Horton,Linda Celeste Sims,none
Ailey,14:00:00,Beg Hip-Hop,TweetBoogie,none
Ailey,15:00:00,Beg West African,Cancelled Today,none
