BDC,10:30:00,Adv Beg Tap,Madison Hilligoss,none,2024-01-19,Tap
Steps,11:00:00,Adv/Beg Broadway Tap,Black,none,2024-01-19,Tap
BDC,12:00:00,Basic Tap,Jill Kenney,none,2024-01-19,Tap
Steps,12:45:00,Int Broadway Tap,Black,none,2024-01-19,Tap
BDC,13:30:00,Int Tap,Jill Kenney,none,2024-01-19,Tap
Steps,14:30:00,Int/Adv Rep Tap,Schwab,none,2024-01-19,Tap
BDC,15:00:00,Beg Broadway Tap,Deanna Doyle,none,2024-01-19,Tap
BDC,16:30:00,Adv Beg Tap,Rashaan James II,none,2024-01-19,Tap
Steps,16:30:00,Int Tap,Kaleena Miller (7),none,2024-01-19,Tap
Steps,18:00:00,Beg Tap,Ohr,none,2024-01-19,Tap
ATDF,18:15:00,Basic,Sandra Kluge,none,2024-01-19,Tap
Mark Morris,18:30:00,Beg Tap,Yuka Kameda,none,2024-01-19,Tap
Steps,18:30:00,Adv Tap,Grant,none,2024-01-19,Tap
