Studio,Start time,Classes,Instructor,Sign up
Steps,09:00:00,Int Ballet,Cave,none
Steps,09:45:00,Int/Adv Pro Ballet,Hawk,none
Steps,10:00:00,Adv Pro Ballet,Beloserkovsky,none
Steps,10:30:00,Rommett Floor Barre,Wesley,none
Steps,11:00:00,Adv/Beg Ballet,Kemezis,none
Steps,11:30:00,Adv Pro Ballet,Bielski,none
Steps,13:30:00,Int Ballet,Hara,none
Steps,15:15:00,Int Ballet,Liceica (1),none
Steps,17:00:00,Adv/Int Ballet,Averty (2),none
Steps,18:45:00,Beg/Int Ballet,Hawk,none
Steps,12:30:00,Int Contemp,Minutoli,none
Steps,20:30:00,Int/Adv Contemp,"Lombardi, J.",none
Steps,11:45:00,Adv/Int Jazz Fusion,Wendle,none
Steps,14:00:00,Int Jazz Across The Floor,Swanson,none
Steps,15:00:00,Adv/Int Jazz,Roshe,none
Steps,15:00:00,Int Jazz,Plu Sayampol (3),none
Steps,17:00:00,Beg/Int Comm Jazz,Gold,none
Steps,20:00:00,Int/Adv Theater Jazz,Picini,none
Steps,20:00:00,Open Street Styles,"Smith, C.",none
Steps,20:15:00,Open Heels,Sauls,none
Steps,15:00:00,Pilates Mat,Cummings,none
Steps,19:30:00,Adv/Beg Swing,Weisbond,none
Steps,11:00:00,Adv/Beg Broadway Tap,Black,none
Steps,12:00:00,Int Tap,Carminucci,none
Steps,12:45:00,Beg Broadway Tap,Black,none
Steps,14:30:00,Adv/Beg Tap,MacDonald,none
Steps,17:30:00,Int Tap,MacDonald,none
Steps,18:00:00,Beg Broadway Tap,Winans,none
Steps,19:15:00,Adv Tap,Carminucci,none
Steps,11:30:00,Adv/Beg Theater Jazz,Dolan,none
Steps,13:15:00,Adv Theater Dance,Shannon Lewis,none
Steps,13:15:00,Int Classic Theater Jazz,Moore,none
Steps,16:45:00,Adv/Int Theater Jazz,TBA (4),none
Steps,18:30:00,Adv/Beg Theater Jazz,Biagini,none
Steps,19:00:00,Open Afro Brazilian,Silva,none
