BDC,09:00:00,Basic Theater,Melodye Redding,none,2024-04-16,Theater
BDC,10:30:00,Adv Beg Theater,Jason Wise,none,2024-04-16,Theater
Steps,11:30:00,Adv/Beg Theater Jazz,Rachel Leigh Dolan,none,2024-04-16,Theater
Steps,11:45:00,Int/Adv Theater Jazz,Charlie Sutton,none,2024-04-16,Theater
BDC,12:00:00,Int Theater,Tanner Lane (1),none,2024-04-16,Theater
BDC,12:00:00,Beg Broadway Jazz,Sue Samuels,none,2024-04-16,Theater
Steps,13:00:00,Adv/Int Theater Jazz,Jessica Lee Goldyn,none,2024-04-16,Theater
Steps,13:00:00,Int Theater Jazz,Mindy Moeller (7),none,2024-04-16,Theater
BDC,15:00:00,Beg Theater,Marjorie Failoni,none,2024-04-16,Theater
BDC,16:30:00,Adv Beg Theater,Eliah James Furlong (3),none,2024-04-16,Theater
Steps,16:45:00,Adv/Int Theater Jazz,Tyler Hanes,none,2024-04-16,Theater
Ballet Arts,17:30:00,Theater Dance Repertory !,Stephen Reed,none,2024-04-16,Theater
BDC,18:00:00,Beg Theater,Josh Walden,none,2024-04-16,Theater
Steps,18:30:00,Adv/Beg Theater Jazz,Lisa Biagini,none,2024-04-16,Theater
