Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088034&classDate=3/8/2024&clsLoc=1,Virtual 90 Int/Adv Contemporary Jazz,Chloe LaFleur,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086072&classDate=3/8/2024&clsLoc=1,Virtual 90 Int/Adv Contemporary,Hannah Weinmaster (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084596&classDate=3/8/2024&clsLoc=1,Virtual 90 Beg/Int Jazz,John Leggio,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084946&classDate=3/8/2024&clsLoc=1,Virtual 90 Int Jazz,Plu Sayampol,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086087&classDate=3/8/2024&clsLoc=1,Virtual 90 Adv/Int Jazz,Chip Abbott,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088128&classDate=3/8/2024&clsLoc=1,Virtual 90 Int Jazz,Richard Pierlon,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:15 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083154&classDate=3/8/2024&clsLoc=1,Virtual 90 Adv/Beg Contemporary Modern,Briana Reed,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087439&classDate=3/8/2024&clsLoc=1,Virtual 90 Basic Graham Based Modern,Lindsay Poulis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084449&classDate=3/8/2024&clsLoc=1,Virtual 90 Int Modern/Horton,JoLea Maffei,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088897&classDate=3/8/2024&clsLoc=1,Virtual Spotlight: Int/Adv Theater Jazz,Beau Harmon,Steps on Broadway,2 hours
Steps on Broadway,8:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=112&classId=2147089000&classDate=3/8/2024&clsLoc=1,Virtual Community Class: Open Afro Street Fusion,Angel Kaba,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084884&classDate=3/8/2024&clsLoc=1,Virtual 90 Open Hip Hop,Yancy Greene,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147087983&classDate=3/8/2024&clsLoc=1,Virtual 60 Open Level Yoga,Devin Mae Conway,Steps on Broadway,1 hour
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147082579&classDate=3/8/2024&clsLoc=1,Virtual 60 Ballet Workout,Kate Stephan,Steps on Broadway,1 hour
Steps on Broadway,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147087916&classDate=3/8/2024&clsLoc=1,Virtual 60 Pilates Mat,Laura Shapiro (3),Steps on Broadway,1 hour
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147085062&classDate=3/8/2024&clsLoc=1,Virtual 60 Lastics Stretch,Jaime Torres,Steps on Broadway,1 hour
Steps on Broadway,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084705&classDate=3/8/2024&clsLoc=1,Virtual 90 Adv/Beg Broadway Tap,Andrew Black,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084707&classDate=3/8/2024&clsLoc=1,Virtual 90 Int Broadway Tap,Andrew Black,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082414&classDate=3/8/2024&clsLoc=1,Virtual 90 Int/Adv Rep Tap,Lynn Schwab,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082418&classDate=3/8/2024&clsLoc=1,Virtual 90 Int Tap,Melissa Almaguer (4),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088759&classDate=3/8/2024&clsLoc=1,Virtual 90 Adv Tap,Derick Grant,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084671&classDate=3/8/2024&clsLoc=1,Virtual 90 Beg Tap,Nicole Ohr,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087711&classDate=3/8/2024&clsLoc=1,Virtual 90 Int Theater Dance,Kenna Morris Garcia (5),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084914&classDate=3/8/2024&clsLoc=1,Virtual 90 Adv/Int Theater Jazz,Shea Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084880&classDate=3/8/2024&clsLoc=1,Virtual 90 Beg Theater Dance,Rebecca Frazier,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088812&classDate=3/8/2024&clsLoc=1,Virtual 90 Beg Flamenco,Natallia Basava,Steps on Broadway,1 hour &30 minutes
