Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,9:00 am EDT,none,Ed Dept Commercial Performance w/ Marcus Allan Cobb,ITP Master Class,Studio 5,1 hour &30 minutes
Broadway Dance Center,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19370&classDate=5/8/2024&clsLoc=1,IN-PERSON: Beg LYRICAL with Emily Bufferd,Emily Bufferd,Studio A,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18290&classDate=5/8/2024&clsLoc=1,IN-PERSON: Adv Beg TAP with Dre Torres,Aubrey Cheek (1),Studio B,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18700&classDate=5/8/2024&clsLoc=1,IN-PERSON: Int BALLET with Deanna Doyle,Deanna Doyle,Studio 1,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18688&classDate=5/8/2024&clsLoc=1,IN-PERSON: Adv Beg BALLET with Natalya Stavro,Natalya Stavro,Studio 1,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18681&classDate=5/8/2024&clsLoc=1,IN-PERSON: Adv Beg THEATER with Ian Klein,Adam Wedesky (2),Studio 2,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19187&classDate=5/8/2024&clsLoc=1,IN-PERSON: Beg JAZZ FUNK with Chio,Chio,Studio 5,1 hour &30 minutes
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18280&classDate=5/8/2024&clsLoc=1,IN-PERSON: Basic TAP with Avital Asuleen,Avital Asuleen,Studio B,1 hour &30 minutes
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19251&classDate=5/8/2024&clsLoc=1,IN-PERSON: Int CONTEMPORARY FUSION with Camryn Brothers,Camryn Brothers,Studio 4,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19210&classDate=5/8/2024&clsLoc=1,IN-PERSON: Adv Beg JAZZ with Sheila Barker,Sheila Barker,Studio 1,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18701&classDate=5/8/2024&clsLoc=1,IN-PERSON: Basic BALLET with Deanna Doyle,Deanna Doyle,Studio A,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19361&classDate=5/8/2024&clsLoc=1,IN-PERSON: Int CONTEMPORARY FUSION with Phil Orsano,Phil Orsano,Studio 4,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19281&classDate=5/8/2024&clsLoc=1,IN-PERSON: Adv Beg HIP-HOP with AntBoogie,AntBoogie,Studio 5,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19359&classDate=5/8/2024&clsLoc=1,IN-PERSON: All Levels RESTORATIVE MEDITATION with Sarah Simon Wolff,Sarah Simon Wolff,Studio 2,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18119&classDate=5/8/2024&clsLoc=1,IN-PERSON: Int TAP with Ray Hesselink,Ray Hesselink,Studio B,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19169&classDate=5/8/2024&clsLoc=1,IN-PERSON: Adv Beg STREET JAZZ/HIP-HOP with Carlos Neto,Carlos Neto,Studio 5,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19176&classDate=5/8/2024&clsLoc=1,IN-PERSON: Beg HIP-HOP FOUNDATIONS with Ms Vee,Ms Vee,Studio 2,1 hour &30 minutes
Broadway Dance Center,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19424&classDate=5/8/2024&clsLoc=1,IN-PERSON: Adv Beg JUMPS AND TURNS with Maddison Clay,Maddison Clay,Studio 4,1 hour &30 minutes
Broadway Dance Center,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18831&classDate=5/8/2024&clsLoc=1,IN-PERSON: Basic AFRO'DANCE with Angel Kaba,Angel Kaba,Studio 2,1 hour &30 minutes
Broadway Dance Center,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18262&classDate=5/8/2024&clsLoc=1,IN-PERSON: Int Adv CONTEMPORARY JAZZ with Nijawwon Matthews,Nijawwon Matthews,Studio A,1 hour &30 minutes
