Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,08:00:00,Mat Pilates Class,Phoebe Higgins,none,2024-03-04,Additional Disciplines
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2024-03-04,Ballet
Mark Morris,09:00:00,Gaga/People,Gaga *Faculty,none,2024-03-04,Contemporary/Modern
BDC,09:00:00,Basic Hip-Hop,Tweetboogie,none,2024-03-04,Street/Choreography
BDC,09:00:00,Adv Beg Contemp Jazz,Ashley Lynne King,none,2024-03-04,Contemporary/Modern
Steps,09:00:00,Beg Ballet,Kathy Sullivan,none,2024-03-04,Ballet
Mark Morris,09:00:00,Gyrokinesis,Alexandra *Berger,none,2024-03-04,Additional Disciplines
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2024-03-04,Additional Disciplines
Steps,09:15:00,Gyrokinesis,Christa Thiesing,none,2024-03-04,Additional Disciplines
Peridance,09:30:00,Open Ballet,Greg Zane,none,2024-03-04,Ballet
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2024-03-04,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-03-04,Ballet
Peridance,10:00:00,Adv Ballet,Igal Perry,none,2024-03-04,Ballet
Peridance,10:00:00,Int Contemp,Jordan Ryder,none,2024-03-04,Contemporary/Modern
BAE,10:00:00,Intro To Ballet,William Waldinger,none,2024-03-04,Ballet
Steps,10:00:00,Rommett Floor Barre,Jodi Moccia,none,2024-03-04,Ballet
Steps,10:00:00,Adv/Int Ballet,Kate Loh,none,2024-03-04,Ballet
Gibney,10:00:00,Contemp 2Nd Best Dance Company At 280,Hannah Garner,none,2024-03-04,Contemporary/Modern
Gibney,10:00:00,Contemp,Brandon Coleman,none,2024-03-04,Contemporary/Modern
Taylor School,10:00:00,Professional Level Taylor Modern,Michelle Fleet (1),none,2024-03-04,Contemporary/Modern
Mark Morris,10:00:00,Adv Ballet,Mica Bernas *MMDG Dancer  (1),none,2024-03-04,Ballet
Gibney,10:00:00,Adv Ballet,Elisa Clark,none,2024-03-04,Ballet
Peridance,10:00:00,Open Simonson Jazz,Leann Gioia,none,2024-03-04,Jazz
Mark Morris,10:15:00,Cunningham Technique Open Class,Rotating *Cunningham Faculty,none,2024-03-04,Contemporary/Modern
Steps,10:15:00,Ballet Workout,Kate Stephan,none,2024-03-04,Ballet
BDC,10:30:00,Beg Ballet,Michele Moreno,none,2024-03-04,Ballet
BDC,10:30:00,Beg Hip-Hop,Paolo Slice Penala,none,2024-03-04,Street/Choreography
