Studio,Start time,Classes,Instructor,Sign up
Gibney,10:00:00,Ballet,Kevin J. Shannon,none
Gibney,10:00:00,Pro Ballez,Katy Pyle,none
Gibney,10:30:00,Bartenieff Fundamentals At 280,Allegra Romita,none
Gibney,12:00:00,Simonson Jazz,Teresa Perez Ceccon,none
Gibney,12:45:00,Movement Research At 280,Tasha Taylor,none
Gibney,14:00:00,Movement Research At 280,Sarah White-Ayón,none
Gibney,14:00:00,Contemp Floorwork,Dual Rivet,none
Gibney,18:00:00,Adult Open Contemp,Leah Wilks,none
Gibney,18:30:00,Absolute Beg Ballet,Kat Wildish,none
Gibney,18:30:00,Int/Adv Contemp/Simonson,Laurie DeVito,none
