Studio,Start time,,Classes,Teacher,Accompanist,Location,Duration
Peridance,9:30 am EST,none,Open Ballet,Cancelled Today,none,none,1 hour &30 minutes
Peridance,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6794&classDate=1/23/2024&clsLoc=1,Adv Ballet,Elizabeth Ferrell,Michael Dolnikov,Peridance Center,1 hour &30 minutes
Peridance,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6182&classDate=1/23/2024&clsLoc=1,Inter Contemporary Release,Wesley Ensminger,none,Peridance Center,1 hour &30 minutes
Peridance,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=5918&classDate=1/23/2024&clsLoc=1,Open Zena Rommett Floor-Barre ®,LuAnn Leonard,none,Peridance Center,1 hour
Peridance,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=74&classId=6660&classDate=1/23/2024&clsLoc=1,Open Pointe,Kathy Sullivan,none,Peridance Center,30 minutes
Peridance,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6661&classDate=1/23/2024&clsLoc=1,Adv Contemporary,Nicole von Arx (1),none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5374&classDate=1/23/2024&clsLoc=1,Beg Ballet,Yuka Kawazu,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6733&classDate=1/23/2024&clsLoc=1,Beg Contemporary,Bo Kyung Lee,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=7014&classDate=1/23/2024&clsLoc=1,Inter MUNZ Barre ®,Bivi Kimura,none,Peridance Center,1 hour &15 minutes
Peridance,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6738&classDate=1/23/2024&clsLoc=1,Adv Choreography,Eric Delgado,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6185&classDate=1/23/2024&clsLoc=1,Inter Ballet,Kate Loh,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5434&classDate=1/23/2024&clsLoc=1,Inter Contemporary,Max Stone,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6779&classDate=1/23/2024&clsLoc=1,Open Stretch,Diego Funes,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=6232&classDate=1/23/2024&clsLoc=1,Beg Graham,Caterina Rago,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6992&classDate=1/23/2024&clsLoc=1,Open Gyrokinesis®,Naoko Moriyama-Robbins,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=7117&classDate=1/23/2024&clsLoc=1,Open Hip Hop/Litefeet | MOPTOP,Chrybaby Cozie,none,Peridance Center,1 hour &30 minutes
Peridance,4:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6404&classDate=1/23/2024&clsLoc=1,Open Ballet,Dianna Warren,none,Peridance Center,1 hour &30 minutes
Peridance,4:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5386&classDate=1/23/2024&clsLoc=1,Open House,Sekou Heru,none,Peridance Center,1 hour &30 minutes
Peridance,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6689&classDate=1/23/2024&clsLoc=1,Beg Ballet,Julia Gleich,none,Peridance Center,1 hour &30 minutes
Peridance,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5507&classDate=1/23/2024&clsLoc=1,Open Popping,Jazzy J (Boog Soulfire),none,Peridance Center,1 hour &30 minutes
Peridance,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5394&classDate=1/23/2024&clsLoc=1,Adv Choreography,Parth Sethi (2),none,Peridance Center,1 hour &30 minutes
Peridance,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6735&classDate=1/23/2024&clsLoc=1,Beg Contemporary,Lorena Cobos (3),none,Peridance Center,1 hour &30 minutes
Peridance,7:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6690&classDate=1/23/2024&clsLoc=1,Adv Contemporary,Alex Swader (4),none,Peridance Center,1 hour &30 minutes
Peridance,7:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6939&classDate=1/23/2024&clsLoc=1,Beg African,SUB for Djoniba Mouflet | DDC (5),none,Peridance Center,1 hour &30 minutes
Peridance,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6777&classDate=1/23/2024&clsLoc=1,Inter Hip Hop,Iron Bryan,none,Peridance Center,1 hour &30 minutes
Peridance,8:30 pm EST,none,Beg Vogue,Cancelled Today,none,none,1 hour &30 minutes
Peridance,8:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5538&classDate=1/23/2024&clsLoc=1,Open Litefeet,Chrybaby Cozie,none,none,1 hour &30 minutes
