Steps,11:00:00,Adv/Beg Jazz,Sam Lobel,none,2024-02-21,Jazz
Gibney,12:00:00,Simonson Jazz,Teresa Perez Ceccon,none,2024-02-21,Jazz
Steps,13:30:00,Int Jazz,Tommy Scrivens (3),none,2024-02-21,Jazz
BDC,15:00:00,Adv Beg Jazz,Sheila Barker,none,2024-02-21,Jazz
Steps,15:00:00,Int Jazz,Adrian Lee,none,2024-02-21,Jazz
BDC,18:00:00,Adv Beg Comm Jazz,Debbie Wilson,none,2024-02-21,Jazz
Steps,18:15:00,Adv/Int Jazz,Lisa Harvie,none,2024-02-21,Jazz
Steps,19:00:00,Adv/Beg Jazz,Plu Sayampol,none,2024-02-21,Jazz
Ailey,19:30:00,Beg Jazz,Matthew Lynady,none,2024-02-21,Jazz
