Studio,Start time,Classes,Instructor,Sign up
Gibney,10:00:00,Contemp Dynamic Sequencing,Adam Barruch,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12876&classDate=9/5/2023&clsLoc=1
Gibney,10:00:00,Countertechnique,Francesca Dominguez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12844&classDate=9/5/2023&clsLoc=1
Gibney,10:00:00,Super Chill Ballet,Doron Perk,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12928&classDate=9/5/2023&clsLoc=1
Gibney,12:00:00,Contemp Floorwork,Isaac Martin Lerner,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12905&classDate=9/5/2023&clsLoc=1
Gibney,14:00:00,Int/Adv Contemp/Simonson,Laurie DeVito,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12563&classDate=9/5/2023&clsLoc=1
Gibney,18:30:00,Contemp,Kevin Pajarillaga,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12926&classDate=9/5/2023&clsLoc=1
Gibney,18:30:00,Int/Adv Beg Ballet,Kat Wildish,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12568&classDate=9/5/2023&clsLoc=1
Gibney,18:45:00,Gaga/Dancers At 280,Rotating Gaga Teachers,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12791&classDate=9/5/2023&clsLoc=1
