BDC,09:00:00,Beg Contemp,Canceled Today,none,2024-02-15,Contemporary/Modern
Taylor School,09:00:00,Yoga,Erica Caruso,none,2024-02-15,Contemporary/Modern
Taylor School,10:00:00,Professional Level Taylor Modern,Michelle Fleet (4),none,2024-02-15,Contemporary/Modern
Gibney,10:00:00,Contemp Release,Wesley Ensminger,none,2024-02-15,Contemporary/Modern
Peridance,10:00:00,Int Graham,Caterina Rago,none,2024-02-15,Contemporary/Modern
BDC,10:30:00,Adv Beg Contemp,Mike Baerga (1),none,2024-02-15,Contemporary/Modern
Mark Morris,11:00:00,Int Contemp,Jason *Parsons (7),none,2024-02-15,Contemporary/Modern
Peridance,11:30:00,Adv Contemp,Chris Ralph,none,2024-02-15,Contemporary/Modern
Steps,11:30:00,Adv/Beg Contemp,Mindy Jackson,none,2024-02-15,Contemporary/Modern
Taylor School,12:00:00,Flock,Florian Lochner,none,2024-02-15,Contemporary/Modern
Steps,12:30:00,Int Contemp,Elisabetta Minutoli,none,2024-02-15,Contemporary/Modern
Peridance,13:00:00,Adv Contemp,Max Stone,none,2024-02-15,Contemporary/Modern
BDC,13:30:00,Int Contemp,Jaclyn Walsh,none,2024-02-15,Contemporary/Modern
Peridance,14:30:00,Adv Contemp,Mike Esperanza,none,2024-02-15,Contemporary/Modern
Peridance,14:30:00,Adv Contemp | Guest Class,Jason Mabana,none,2024-02-15,Contemporary/Modern
Peridance,14:30:00,Int Contemp,Assaf Salhov,none,2024-02-15,Contemporary/Modern
BDC,15:00:00,Beg Contemp,Blue,none,2024-02-15,Contemporary/Modern
Steps,15:15:00,Adv/Int Contemp,Katie Drablos,none,2024-02-15,Contemporary/Modern
Steps,16:00:00,Int/Adv Contemp,Jamal Kamau White,none,2024-02-15,Contemporary/Modern
Ballet Arts,16:00:00,Contemp,Danita Shaheen,none,2024-02-15,Contemporary/Modern
Brickhouse,16:30:00,Contemp Fusion Int,Danielle Russo,none,2024-02-15,Contemporary/Modern
BDC,16:30:00,Adv Beg Contemp Jazz,Nijawwon Matthews,none,2024-02-15,Contemporary/Modern
Taylor School,18:00:00,Modern Fundamentals,lisa nevada,none,2024-02-15,Contemporary/Modern
BDC,18:00:00,Int Contemp Fusion,Maleek Washington,none,2024-02-15,Contemporary/Modern
PMT,18:00:00,Beg Contemp,Mica Butnar,none,2024-02-15,Contemporary/Modern
Steps,18:30:00,Int/Adv Contemp Fusion,Cat Cogliandro,none,2024-02-15,Contemporary/Modern
Steps,18:30:00,Beg Contemp,Emily Bufferd,none,2024-02-15,Contemporary/Modern
Ailey,19:00:00,Beg Contemp,Michael Thomas (1),none,2024-02-15,Contemporary/Modern
Ailey,19:00:00,Beg Horton,Terri Wright,none,2024-02-15,Contemporary/Modern
Mark Morris,19:00:00,Beg Modern,Chris *Heller,none,2024-02-15,Contemporary/Modern
Peridance,19:15:00,Beg Contemp Jazz,Jeffrey Gugliotti,none,2024-02-15,Contemporary/Modern
BDC,21:00:00,Int Adv Contemp,Alexa Luke,none,2024-02-15,Contemporary/Modern
