Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087065&classDate=8/28/2023&clsLoc=1,In-Studio Int Jazz,Cornish,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085495&classDate=8/28/2023&clsLoc=1,In-Studio Beg Jazz,Bufferd,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087066&classDate=8/28/2023&clsLoc=1,In-Studio Int Jazz,"Lee, A.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087129&classDate=8/28/2023&clsLoc=1,In-Studio Adv/Int Jazz,Harvie,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087068&classDate=8/28/2023&clsLoc=1,In-Studio Adv/Beg Jazz,"Frazier, R. (5)",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,8:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087069&classDate=8/28/2023&clsLoc=1,In-Studio Int/Adv Commercial Jazz,"Williams, Robyn (6)",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087436&classDate=8/28/2023&clsLoc=1,In-Studio Basic Graham Based Modern,Poulis,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147087608&classDate=8/28/2023&clsLoc=1,In-Studio Spotlight: Adv/Int Theater Jazz,Mattox,Steps on Broadway,2 hours
Steps on Broadway,6:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085500&classDate=8/28/2023&clsLoc=1,In-Studio Open Hip Hop,Greene,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,9:15 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087071&classDate=8/28/2023&clsLoc=1,In-Studio Gyrokinesis,Thiesing,Steps on Broadway,1 hour
Steps on Broadway,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086653&classDate=8/28/2023&clsLoc=1,In-Studio Pilates Mat,Shapiro (7),Steps on Broadway,1 hour
Steps on Broadway,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087072&classDate=8/28/2023&clsLoc=1,In-Studio Lastics Stretch,Torres,Steps on Broadway,1 hour
Steps on Broadway,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087073&classDate=8/28/2023&clsLoc=1,In-Studio Adv/Beg Tap,Ponza,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087074&classDate=8/28/2023&clsLoc=1,In-Studio Basic Tap,Ponza,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085506&classDate=8/28/2023&clsLoc=1,In-Studio Beg Tap,Goodson,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085507&classDate=8/28/2023&clsLoc=1,In-Studio Adv/Beg Tap,Goodson,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087075&classDate=8/28/2023&clsLoc=1,In-Studio Int Tap,Wasiuta (8),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085509&classDate=8/28/2023&clsLoc=1,In-Studio Basic Tap,Goodson,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085510&classDate=8/28/2023&clsLoc=1,In-Studio Int Broadway Tap,Winans (9),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087076&classDate=8/28/2023&clsLoc=1,In-Studio Adv/Beg Tap,Wasiuta,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086236&classDate=8/28/2023&clsLoc=1,In-Studio Beg Theater Jazz,Lobel (10),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085513&classDate=8/28/2023&clsLoc=1,In-Studio Int Theater Dance,Culbreath,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087077&classDate=8/28/2023&clsLoc=1,In-Studio Int/Adv Theater Jazz,McIntyre (11),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087078&classDate=8/28/2023&clsLoc=1,In-Studio Int/Adv Theater Jazz,"Ortiz, C. (12)",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085514&classDate=8/28/2023&clsLoc=1,In-Studio Adv/Beg Theater Jazz,Zajac (13),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087001&classDate=8/28/2023&clsLoc=1,In-Studio Adv/Int Theater Jazz,Krouse (14),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085667&classDate=8/28/2023&clsLoc=1,In-Studio Open Afro'Dance,Nixon (15),Steps on Broadway,1 hour & 30 minutes
